Date,Open_norm,High_norm,Low_norm,Close_norm,Volume_norm,High-Open_norm,Low-Open_norm,Close-Open_norm,Label_2up1down
2022-10-04,0.9385308520776311,0.8160048116662875,0.8477607987558393,0.9534129707137983,0.20506106657973136,0.443583279811802,0.8678053827325188,0.7234935533291654,2
2022-10-05,0.8359953171976227,1.0,0.8292864656790679,1.0,0.4012026740788395,0.8796111739856576,0.9781411549093799,0.8883677133511401,2
2022-10-06,0.8536896660385168,0.6948843518496923,0.7813475007541378,0.8737431428965627,0.17743075513178608,0.7459279983689504,0.9669353936664743,0.903866510550015,0
2022-10-07,0.9651557012893033,0.5718627098324462,0.6697644034364351,0.4068750030168099,0.1792285884259928,0.2072175961930042,0.5425651307577927,0.3166757494283287,1
2022-10-10,0.43429722115139385,0.30118875015313723,0.26023733687217504,0.2708223105194267,0.1318503645697629,0.09111011594105325,0.36525811571905137,0.1353998829777475,0
2022-10-11,0.0153128391046914,0.18941667908165888,0.19422712064590136,0.42558991661004536,0.2455649068479085,0.5121755999104798,0.8875694018779455,0.5546321858319504,0
2022-10-12,0.5500382789476563,0.34658362522491093,0.499848554420929,0.5769293622417881,0.13934993703486048,0.2761034067598036,0.9355986596514074,0.5732447199218833,2
2022-10-13,0.5218799999730878,0.8538823602611121,0.4604404890875944,0.9358436418078765,0.45196759140661835,1.0,0.9642390088677459,1.0,1
2022-10-14,0.9511027095102172,0.4206644960661101,0.6455223708675171,0.216431503333762,0.13377968419646458,0.20758379383033046,0.5216257416558193,0.22167728400225972,0
2022-10-17,0.5098974651539993,0.4138978289899976,0.6198101545511574,0.6947122627930052,0.20854313709975336,0.16364352969469925,0.8688423833760319,0.40141034521731955,0
2022-10-18,0.5710951355391658,0.4867961543015238,0.28399573344837814,0.5464079690276517,0.22259442169690344,0.14487053470789812,0.4709271018640121,0.36658585862285153,2
2022-10-19,0.4818065996261092,0.6275798729783534,0.6862128926763783,0.8737632552649286,0.37474630276347587,0.5311060446167644,0.9954069283514597,0.7642041928584423,0
2022-10-20,0.8764530037852418,0.5553275014844287,0.703138676993369,0.5412400465933955,0.1798649622585852,0.11534882477128272,0.7971322188356152,0.41017768081207906,2
2022-10-21,0.5306025843542761,0.5967816943712333,0.49830119906978315,0.7434908408822695,0.31578662820180037,0.36125899238893,0.8797677191489194,0.6218917546990729,0
2022-10-24,0.653579862202461,0.5818607425149045,0.5818253596416879,0.6074946756234475,0.15039752107444485,0.3703383859899111,0.881142926704381,0.5653590416769615,0
2022-10-25,0.6002143481256389,0.4069193121510048,0.4331604447371654,0.4460755016696618,0.20401937103636406,0.15840291246273636,0.7071368135090464,0.394919754593348,0
2022-10-26,0.4990114271629212,0.4974660330739859,0.5475618310990863,0.665158037922399,0.25924789049010327,0.28244806537429124,0.9430952849042687,0.55780731339234,0
2022-10-27,0.7564594477458367,0.6299360933421527,0.6033090826596345,0.5703413865748184,0.24166406755863049,0.20184516688435408,0.7876220606568833,0.35866269719775606,2
2022-10-28,0.6309892091374771,0.614431104224212,0.5189247530861355,0.869370557736412,0.39264014875954256,0.306986727323011,0.7152987796825873,0.5952276477367027,0
2022-10-31,0.5201264945026111,0.6191420799204354,0.5887428644721697,0.5370686272095911,0.20821775794345349,0.6136750113559187,0.9872573247036416,0.6030282684053945,0
2022-11-01,0.8275529570538158,0.4096564101804875,0.5746081450456572,0.6419828667820281,0.17919124257655006,0.019448582071545636,0.6440249816959926,0.40581611176396987,1
2022-11-02,0.4321522329459273,0.3963311425775358,0.29045350256350116,0.2840286493373413,0.20596884575128271,0.07774432927036429,0.5268689309378863,0.23924947972835386,0
2022-11-03,0.19595941533661942,0.41553560775168125,0.326784551260967,0.6850450420471799,0.17518092528061638,0.5873279146550452,0.9421688339491353,0.7411415453735537,0
2022-11-04,1.0,0.616139218812897,0.7209791385311771,0.6533057373016737,0.2349569190458765,0.07297776296677212,0.5472225468357504,0.38109737466247023,0
2022-11-07,0.4536723634043949,0.49355780383303605,0.5862272089048234,0.6644763341718878,0.20075031159859721,0.26788797389072533,0.9420699148509072,0.5904834820502598,0
2022-11-08,0.6290064288917045,0.5114246679771244,0.4904076228169324,0.5626031408923202,0.201741790853068,0.19387065730888198,0.8196538401217861,0.5123730034048085,1
2022-11-09,0.4759467467117844,0.3063391362447826,0.0,0.0,0.3275777531678543,0.015637898424719056,0.06851333221815367,0.0,0
2022-11-10,0.20972368250863427,0.18338188747413525,0.32601974093898656,0.6979487962551058,0.23688208175903752,0.07709703398004687,0.44703109386225026,0.490646519464585,2
2022-11-11,0.7737835679587185,0.8371328142472143,1.0,0.8920726576289081,0.2328012449749544,0.3285796996890848,0.9814073386472744,0.6055538395795091,0
2022-11-14,0.5210620416955429,0.4581301665703055,0.43899495143856,0.46562176213395917,0.232215999302601,0.3445989911702031,0.9710923208255202,0.5367890357698601,0
2022-11-15,0.6393472004381989,0.43314636881535856,0.4804300393229432,0.6041278516933889,0.20566878357359109,0.11325048201174082,0.8099438293033857,0.4917085773751495,0
2022-11-16,0.478149741681284,0.41714217787041363,0.3292368079451778,0.3998588056835422,0.1368685337602349,0.129719493084329,0.6760839107219607,0.39871159439182324,0
2022-11-17,0.2903330696255157,0.33792038206300873,0.31728071020653625,0.5410000651068843,0.20126345286815042,0.3307615755487211,0.8871557310057447,0.6514304361193985,0
2022-11-18,0.47409464562240444,0.3713136403384486,0.3127384125420758,0.4236006888123709,0.30001693468325863,0.2717625324708516,0.7294798473794327,0.5867764227163095,0
2022-11-21,0.4181721961580143,0.31384684979052874,0.20064127277173113,0.4090881452624387,0.33633790972405375,0.20606778255263877,0.4692857671987232,0.5655251018585032,2
2022-11-22,0.755867791154421,0.7807990531266842,0.8897722998209626,0.8651201297161222,0.18025207352787015,0.39104061266855045,0.8383396474538871,0.671720417179222,0
2022-11-23,0.5274405004292892,0.3921234880810853,0.5127453683804155,0.4667701807996249,0.12177714983502198,0.27712558889139965,0.9544478212161782,0.5971526142977124,0
2022-11-25,0.6809900649654301,0.5104433604325717,0.5440357967317075,0.4840492551595094,0.11159529937940448,0.11316064545040651,0.8325414215694581,0.3838343629185979,1
2022-11-28,0.17943958879350316,0.12946883093813102,0.06579479969898437,0.17268838766645384,0.9007198097080674,0.12973612016416736,0.781433197556359,0.36175299025738356,0
2022-11-29,0.5104045586822386,0.47905564452874183,0.45801656834571775,0.6034726671086893,0.11461127273827405,0.20116107618227086,0.8275907933595409,0.44832102306167937,0
2022-11-30,0.6157932591640253,0.45437199024270736,0.43787751463126173,0.6103933025664006,0.4094992817566678,0.048748077084440476,0.6330357908453768,0.43407065386048854,0
2022-12-01,0.5264438682637201,0.46152465933955233,0.48368711939576214,0.46843981000217283,0.11272338897142489,0.06137911034086227,0.6958597382431532,0.36368234365656743,0
2022-12-02,0.28882957646103197,0.4073552088050285,0.3298967000319451,0.4257633846687354,0.24507951621435783,0.39000107627002056,0.934165077019515,0.49534732829709155,1
2022-12-05,0.6450389486037814,0.40826177206693537,0.07282117601444349,0.2036246261907485,0.3073855917780626,0.1040900699348647,0.0,0.02894346712033183,1
2022-12-06,0.0,0.0,0.11596903818803415,0.1989567615203198,0.25717063552421954,0.2012890550150432,0.39608212413788224,0.2218197293056586,0
2022-12-07,0.27765105098029097,0.2098945872124074,0.3462441480468734,0.49939632917219934,0.2109990899347068,0.19208886428394176,0.6840303371168859,0.44070900846898914,0
2022-12-08,0.8023274444543119,0.6570557515673634,0.5995499726722999,0.6126441604895314,0.24330868813117718,0.08244914355597494,0.43762929624359626,0.24114775012930267,0
2022-12-09,0.3266293892798396,0.35301294849628795,0.3905049697948432,0.426424561955517,0.2296362783145844,0.2465878763201413,0.713160828404903,0.3327931510419289,2
2022-12-12,0.42934422604022665,0.47546866071779204,0.4734284067111235,0.8146363626648061,0.21463308493059965,0.4531746523134177,0.9462424487644585,0.7234264492651259,0
2022-12-13,0.9705986139665278,0.6919867975430976,0.8451289404699343,0.653811518343063,0.2849175360677212,0.12235396050092345,0.8317246295977151,0.393430271775213,0
2022-12-14,0.5367444886353288,0.41881695495802007,0.29343877598877777,0.43889106509171916,0.14367740481588698,0.041525852941451724,0.5176022994850504,0.28208326921282306,0
2022-12-15,0.2227790447807338,0.21896231808812947,0.20121943844188384,0.4128769874008338,0.18881691369029943,0.14482546980536368,0.6401032117334253,0.468920253020515,0
2022-12-16,0.330570365832773,0.38051013839587555,0.37157493169755434,0.44297469716580534,1.0,0.3523165521129867,0.8743980670348231,0.575726351180457,0
2022-12-19,0.695887774890579,0.5113619106846522,0.587663123843835,0.5781186959530366,0.0,0.16415927351046175,0.8055701841816179,0.44559182523082236,0
2022-12-20,0.5056084078618371,0.5853549208620208,0.5200773041999087,0.6951356765943637,0.2509783960339502,0.4337207785354434,0.9778872546736004,0.6336027777738873,0
2022-12-21,0.8686651915521185,0.5591402715997336,0.6829789672968989,0.6762047578952988,0.20422939326751932,0.039494198091966644,0.7573221225036707,0.43000731806355985,1
2022-12-22,0.4718411425372235,0.40196009885732614,0.08874148769938765,0.28847119389797554,0.21934707727364885,0.039703491808381265,0.18304284333336052,0.22727946143085057,2
2022-12-23,0.4121416179242278,0.5023326256210194,0.7689089757411851,0.8359749192542211,0.18887317016566246,0.3221496420054443,0.9891284711541131,0.6547643900513446,0
2022-12-27,0.7738141967211647,0.6262758267650538,0.6604434102258137,0.6885728811825701,0.23829659091195296,0.20568369415927526,0.9063543122828762,0.5595024343870179,1
2022-12-28,0.5854509633272096,0.39542246816419396,0.334178983223218,0.332485678351193,0.19532915293692954,0.0,0.574695033689999,0.2851221854189674,0
2022-12-29,0.3079840019749053,0.41498968124269,0.44922544019887495,0.614254929954794,0.22245564560559528,0.30764361032635024,1.0,0.5937097599203622,0
2022-12-30,0.5840732893212977,0.5255207349011061,0.5094160955473114,0.6437017378234581,0.2635731335191467,0.33560604970390856,1.0,0.6472044623580517,1
